,Neutrophil,pair
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.6429,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.6717,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')",0.6335,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.4707,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')",0.57,"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')",0.5509,"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",0.4087,"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK')",0.5158,"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')",0.4594,"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')",0.441,"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK')",0.2449,"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')",0.2407,"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')",-0.1356,"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'NK', 'Stellate')",0.2197,"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'NK')",0.6779,"('B', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'NK')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.5916,"('B', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.6068,"('B', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'Monocyte', 'NK', 'Stellate')",0.6023,"('B', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.3825,"('B', 'CD4', 'CD8', 'Eosinophil', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')",0.6024,"('B', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')"
"('B', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.5721,"('B', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.5152,"('B', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')",0.5342,"('B', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD4', 'CD8', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.2579,"('B', 'CD4', 'CD8', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD4', 'CD8', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.609,"('B', 'CD4', 'CD8', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')",0.587,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')",0.4235,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",0.3818,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK')",0.4319,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')",0.5011,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')",0.3569,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK')",0.2652,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')",0.2112,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')",-0.1574,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'NK', 'Stellate')",0.2017,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'NK')",0.5968,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'NK')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.5113,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.4524,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Monocyte', 'NK', 'Stellate')",0.5392,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.2986,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')",0.5247,"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')"
"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.5565,"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.4951,"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')",0.4979,"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.1297,"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.607,"('B', 'CD4', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')",0.4875,"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')"
"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.4742,"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.3214,"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')",0.4221,"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.1733,"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD4', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.4882,"('B', 'CD4', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD4', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.4124,"('B', 'CD4', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')",0.5831,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')",0.5606,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",0.4999,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK')",0.5336,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')",0.4826,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')",0.4818,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK')",0.3407,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')",0.2916,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')",-0.0299,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'NK', 'Stellate')",0.2259,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'NK')",0.629,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'NK')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.5647,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.5363,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Monocyte', 'NK', 'Stellate')",0.5361,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.4156,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')",0.5284,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.5647,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.5722,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')",0.488,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.2368,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.6397,"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')",0.5204,"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')"
"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.4685,"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.441,"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')",0.4707,"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.1889,"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.576,"('B', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.5114,"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')",0.4231,"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.3924,"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.2767,"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')",0.4287,"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.0871,"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.5111,"('B', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.4083,"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('B', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.279,"('B', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC')",0.6122,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte')",0.6046,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK')",0.5937,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Stellate')",0.5659,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte')",0.4242,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK')",0.123,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Stellate')",0.1419,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'NK')",0.245,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'NK')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'Stellate')",0.3616,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'NK', 'Stellate')",0.0337,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte')",0.698,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'NK')",0.6941,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'NK')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Stellate')",0.681,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Monocyte', 'NK')",0.6853,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Monocyte', 'NK')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Monocyte', 'Stellate')",0.6668,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Monocyte', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'NK', 'Stellate')",0.6762,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Monocyte', 'NK')",0.5773,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Monocyte', 'NK')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Monocyte', 'Stellate')",0.5608,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Monocyte', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'NK', 'Stellate')",0.3284,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Monocyte', 'NK', 'Stellate')",0.5805,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Monocyte', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')",0.5945,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')",0.5053,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')"
