,NK,pair
"('Hepatocyte', 'LSEC', 'Stellate')",0.0457,"('Hepatocyte', 'LSEC', 'Stellate')"
"('Hepatocyte', 'Monocyte', 'Neutrophil')",0.7284,"('Hepatocyte', 'Monocyte', 'Neutrophil')"
"('Hepatocyte', 'Monocyte', 'Stellate')",0.6049,"('Hepatocyte', 'Monocyte', 'Stellate')"
"('Hepatocyte', 'Neutrophil', 'Stellate')",0.6926,"('Hepatocyte', 'Neutrophil', 'Stellate')"
"('Kupffer', 'LSEC', 'Monocyte')",0.4677,"('Kupffer', 'LSEC', 'Monocyte')"
"('Kupffer', 'LSEC', 'Neutrophil')",0.6821,"('Kupffer', 'LSEC', 'Neutrophil')"
"('Kupffer', 'LSEC', 'Stellate')",0.6739,"('Kupffer', 'LSEC', 'Stellate')"
"('Kupffer', 'Monocyte', 'Neutrophil')",0.6482,"('Kupffer', 'Monocyte', 'Neutrophil')"
"('Kupffer', 'Monocyte', 'Stellate')",0.4953,"('Kupffer', 'Monocyte', 'Stellate')"
"('Kupffer', 'Neutrophil', 'Stellate')",0.6512,"('Kupffer', 'Neutrophil', 'Stellate')"
"('LSEC', 'Monocyte', 'Neutrophil')",0.6455,"('LSEC', 'Monocyte', 'Neutrophil')"
"('LSEC', 'Monocyte', 'Stellate')",0.6345,"('LSEC', 'Monocyte', 'Stellate')"
"('LSEC', 'Neutrophil', 'Stellate')",0.7608,"('LSEC', 'Neutrophil', 'Stellate')"
"('Monocyte', 'Neutrophil', 'Stellate')",0.6396,"('Monocyte', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD4', 'CD8')",0.6224,"('B', 'Basophil', 'CD4', 'CD8')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte')",0.605,"('B', 'Basophil', 'CD4', 'Cholangiocyte')"
"('B', 'Basophil', 'CD4', 'Eosinophil')",0.4565,"('B', 'Basophil', 'CD4', 'Eosinophil')"
"('B', 'Basophil', 'CD4', 'Hepatocyte')",0.607,"('B', 'Basophil', 'CD4', 'Hepatocyte')"
"('B', 'Basophil', 'CD4', 'Kupffer')",0.4312,"('B', 'Basophil', 'CD4', 'Kupffer')"
"('B', 'Basophil', 'CD4', 'LSEC')",0.639,"('B', 'Basophil', 'CD4', 'LSEC')"
"('B', 'Basophil', 'CD4', 'Monocyte')",0.5074,"('B', 'Basophil', 'CD4', 'Monocyte')"
"('B', 'Basophil', 'CD4', 'Neutrophil')",0.5542,"('B', 'Basophil', 'CD4', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'Stellate')",0.5983,"('B', 'Basophil', 'CD4', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Cholangiocyte')",0.7379,"('B', 'Basophil', 'CD8', 'Cholangiocyte')"
"('B', 'Basophil', 'CD8', 'Eosinophil')",0.5171,"('B', 'Basophil', 'CD8', 'Eosinophil')"
"('B', 'Basophil', 'CD8', 'Hepatocyte')",0.7362,"('B', 'Basophil', 'CD8', 'Hepatocyte')"
"('B', 'Basophil', 'CD8', 'Kupffer')",0.5369,"('B', 'Basophil', 'CD8', 'Kupffer')"
"('B', 'Basophil', 'CD8', 'LSEC')",0.6457,"('B', 'Basophil', 'CD8', 'LSEC')"
"('B', 'Basophil', 'CD8', 'Monocyte')",0.4525,"('B', 'Basophil', 'CD8', 'Monocyte')"
"('B', 'Basophil', 'CD8', 'Neutrophil')",0.6069,"('B', 'Basophil', 'CD8', 'Neutrophil')"
"('B', 'Basophil', 'CD8', 'Stellate')",0.7274,"('B', 'Basophil', 'CD8', 'Stellate')"
"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil')",0.6793,"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil')"
"('B', 'Basophil', 'Cholangiocyte', 'Hepatocyte')",0.5219,"('B', 'Basophil', 'Cholangiocyte', 'Hepatocyte')"
"('B', 'Basophil', 'Cholangiocyte', 'Kupffer')",0.4993,"('B', 'Basophil', 'Cholangiocyte', 'Kupffer')"
"('B', 'Basophil', 'Cholangiocyte', 'LSEC')",0.6024,"('B', 'Basophil', 'Cholangiocyte', 'LSEC')"
"('B', 'Basophil', 'Cholangiocyte', 'Monocyte')",0.6223,"('B', 'Basophil', 'Cholangiocyte', 'Monocyte')"
"('B', 'Basophil', 'Cholangiocyte', 'Neutrophil')",0.684,"('B', 'Basophil', 'Cholangiocyte', 'Neutrophil')"
"('B', 'Basophil', 'Cholangiocyte', 'Stellate')",0.5263,"('B', 'Basophil', 'Cholangiocyte', 'Stellate')"
"('B', 'Basophil', 'Eosinophil', 'Hepatocyte')",0.4907,"('B', 'Basophil', 'Eosinophil', 'Hepatocyte')"
"('B', 'Basophil', 'Eosinophil', 'Kupffer')",0.5599,"('B', 'Basophil', 'Eosinophil', 'Kupffer')"
"('B', 'Basophil', 'Eosinophil', 'LSEC')",0.6279,"('B', 'Basophil', 'Eosinophil', 'LSEC')"
"('B', 'Basophil', 'Eosinophil', 'Monocyte')",0.5287,"('B', 'Basophil', 'Eosinophil', 'Monocyte')"
"('B', 'Basophil', 'Eosinophil', 'Neutrophil')",0.6857,"('B', 'Basophil', 'Eosinophil', 'Neutrophil')"
"('B', 'Basophil', 'Eosinophil', 'Stellate')",0.5013,"('B', 'Basophil', 'Eosinophil', 'Stellate')"
"('B', 'Basophil', 'Hepatocyte', 'Kupffer')",0.4946,"('B', 'Basophil', 'Hepatocyte', 'Kupffer')"
"('B', 'Basophil', 'Hepatocyte', 'LSEC')",0.6325,"('B', 'Basophil', 'Hepatocyte', 'LSEC')"
"('B', 'Basophil', 'Hepatocyte', 'Monocyte')",0.5627,"('B', 'Basophil', 'Hepatocyte', 'Monocyte')"
"('B', 'Basophil', 'Hepatocyte', 'Neutrophil')",0.6253,"('B', 'Basophil', 'Hepatocyte', 'Neutrophil')"
"('B', 'Basophil', 'Hepatocyte', 'Stellate')",0.6185,"('B', 'Basophil', 'Hepatocyte', 'Stellate')"
"('B', 'Basophil', 'Kupffer', 'LSEC')",0.5867,"('B', 'Basophil', 'Kupffer', 'LSEC')"
"('B', 'Basophil', 'Kupffer', 'Monocyte')",0.4284,"('B', 'Basophil', 'Kupffer', 'Monocyte')"
"('B', 'Basophil', 'Kupffer', 'Neutrophil')",0.5438,"('B', 'Basophil', 'Kupffer', 'Neutrophil')"
"('B', 'Basophil', 'Kupffer', 'Stellate')",0.5667,"('B', 'Basophil', 'Kupffer', 'Stellate')"
"('B', 'Basophil', 'LSEC', 'Monocyte')",0.6078,"('B', 'Basophil', 'LSEC', 'Monocyte')"
"('B', 'Basophil', 'LSEC', 'Neutrophil')",0.7206,"('B', 'Basophil', 'LSEC', 'Neutrophil')"
"('B', 'Basophil', 'LSEC', 'Stellate')",0.6843,"('B', 'Basophil', 'LSEC', 'Stellate')"
"('B', 'Basophil', 'Monocyte', 'Neutrophil')",0.5893,"('B', 'Basophil', 'Monocyte', 'Neutrophil')"
"('B', 'Basophil', 'Monocyte', 'Stellate')",0.5217,"('B', 'Basophil', 'Monocyte', 'Stellate')"
"('B', 'Basophil', 'Neutrophil', 'Stellate')",0.6203,"('B', 'Basophil', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte')",0.5212,"('B', 'CD4', 'CD8', 'Cholangiocyte')"
"('B', 'CD4', 'CD8', 'Eosinophil')",0.5753,"('B', 'CD4', 'CD8', 'Eosinophil')"
"('B', 'CD4', 'CD8', 'Hepatocyte')",0.0156,"('B', 'CD4', 'CD8', 'Hepatocyte')"
"('B', 'CD4', 'CD8', 'Kupffer')",-0.0234,"('B', 'CD4', 'CD8', 'Kupffer')"
"('B', 'CD4', 'CD8', 'LSEC')",0.0736,"('B', 'CD4', 'CD8', 'LSEC')"
"('B', 'CD4', 'CD8', 'Monocyte')",0.3506,"('B', 'CD4', 'CD8', 'Monocyte')"
"('B', 'CD4', 'CD8', 'Neutrophil')",0.5809,"('B', 'CD4', 'CD8', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'Stellate')",0.2074,"('B', 'CD4', 'CD8', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil')",0.6156,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil')"
"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte')",0.1022,"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte')"
"('B', 'CD4', 'Cholangiocyte', 'Kupffer')",0.267,"('B', 'CD4', 'Cholangiocyte', 'Kupffer')"
"('B', 'CD4', 'Cholangiocyte', 'LSEC')",0.3418,"('B', 'CD4', 'Cholangiocyte', 'LSEC')"
"('B', 'CD4', 'Cholangiocyte', 'Monocyte')",0.5945,"('B', 'CD4', 'Cholangiocyte', 'Monocyte')"
"('B', 'CD4', 'Cholangiocyte', 'Neutrophil')",0.5763,"('B', 'CD4', 'Cholangiocyte', 'Neutrophil')"
"('B', 'CD4', 'Cholangiocyte', 'Stellate')",0.3537,"('B', 'CD4', 'Cholangiocyte', 'Stellate')"
"('B', 'CD4', 'Eosinophil', 'Hepatocyte')",0.5876,"('B', 'CD4', 'Eosinophil', 'Hepatocyte')"
"('B', 'CD4', 'Eosinophil', 'Kupffer')",0.3874,"('B', 'CD4', 'Eosinophil', 'Kupffer')"
"('B', 'CD4', 'Eosinophil', 'LSEC')",0.6091,"('B', 'CD4', 'Eosinophil', 'LSEC')"
"('B', 'CD4', 'Eosinophil', 'Monocyte')",0.5441,"('B', 'CD4', 'Eosinophil', 'Monocyte')"
"('B', 'CD4', 'Eosinophil', 'Neutrophil')",0.507,"('B', 'CD4', 'Eosinophil', 'Neutrophil')"
"('B', 'CD4', 'Eosinophil', 'Stellate')",0.6034,"('B', 'CD4', 'Eosinophil', 'Stellate')"
"('B', 'CD4', 'Hepatocyte', 'Kupffer')",0.2546,"('B', 'CD4', 'Hepatocyte', 'Kupffer')"
"('B', 'CD4', 'Hepatocyte', 'LSEC')",0.3774,"('B', 'CD4', 'Hepatocyte', 'LSEC')"
"('B', 'CD4', 'Hepatocyte', 'Monocyte')",0.5982,"('B', 'CD4', 'Hepatocyte', 'Monocyte')"
"('B', 'CD4', 'Hepatocyte', 'Neutrophil')",0.6434,"('B', 'CD4', 'Hepatocyte', 'Neutrophil')"
"('B', 'CD4', 'Hepatocyte', 'Stellate')",0.3291,"('B', 'CD4', 'Hepatocyte', 'Stellate')"
"('B', 'CD4', 'Kupffer', 'LSEC')",0.3699,"('B', 'CD4', 'Kupffer', 'LSEC')"
"('B', 'CD4', 'Kupffer', 'Monocyte')",0.3457,"('B', 'CD4', 'Kupffer', 'Monocyte')"
"('B', 'CD4', 'Kupffer', 'Neutrophil')",0.3977,"('B', 'CD4', 'Kupffer', 'Neutrophil')"
"('B', 'CD4', 'Kupffer', 'Stellate')",0.462,"('B', 'CD4', 'Kupffer', 'Stellate')"
"('B', 'CD4', 'LSEC', 'Monocyte')",0.6015,"('B', 'CD4', 'LSEC', 'Monocyte')"
"('B', 'CD4', 'LSEC', 'Neutrophil')",0.6542,"('B', 'CD4', 'LSEC', 'Neutrophil')"
"('B', 'CD4', 'LSEC', 'Stellate')",0.5526,"('B', 'CD4', 'LSEC', 'Stellate')"
"('B', 'CD4', 'Monocyte', 'Neutrophil')",0.4751,"('B', 'CD4', 'Monocyte', 'Neutrophil')"
"('B', 'CD4', 'Monocyte', 'Stellate')",0.4728,"('B', 'CD4', 'Monocyte', 'Stellate')"
"('B', 'CD4', 'Neutrophil', 'Stellate')",0.5602,"('B', 'CD4', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil')",0.7218,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte')",0.439,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte')"
"('B', 'CD8', 'Cholangiocyte', 'Kupffer')",0.4196,"('B', 'CD8', 'Cholangiocyte', 'Kupffer')"
"('B', 'CD8', 'Cholangiocyte', 'LSEC')",0.4435,"('B', 'CD8', 'Cholangiocyte', 'LSEC')"
"('B', 'CD8', 'Cholangiocyte', 'Monocyte')",0.5893,"('B', 'CD8', 'Cholangiocyte', 'Monocyte')"
"('B', 'CD8', 'Cholangiocyte', 'Neutrophil')",0.7297,"('B', 'CD8', 'Cholangiocyte', 'Neutrophil')"
"('B', 'CD8', 'Cholangiocyte', 'Stellate')",0.5115,"('B', 'CD8', 'Cholangiocyte', 'Stellate')"
"('B', 'CD8', 'Eosinophil', 'Hepatocyte')",0.599,"('B', 'CD8', 'Eosinophil', 'Hepatocyte')"
"('B', 'CD8', 'Eosinophil', 'Kupffer')",0.5027,"('B', 'CD8', 'Eosinophil', 'Kupffer')"
"('B', 'CD8', 'Eosinophil', 'LSEC')",0.6596,"('B', 'CD8', 'Eosinophil', 'LSEC')"
"('B', 'CD8', 'Eosinophil', 'Monocyte')",0.5319,"('B', 'CD8', 'Eosinophil', 'Monocyte')"
"('B', 'CD8', 'Eosinophil', 'Neutrophil')",0.6558,"('B', 'CD8', 'Eosinophil', 'Neutrophil')"
"('B', 'CD8', 'Eosinophil', 'Stellate')",0.7124,"('B', 'CD8', 'Eosinophil', 'Stellate')"
"('B', 'CD8', 'Hepatocyte', 'Kupffer')",0.3038,"('B', 'CD8', 'Hepatocyte', 'Kupffer')"
"('B', 'CD8', 'Hepatocyte', 'LSEC')",0.2425,"('B', 'CD8', 'Hepatocyte', 'LSEC')"
"('B', 'CD8', 'Hepatocyte', 'Monocyte')",0.5399,"('B', 'CD8', 'Hepatocyte', 'Monocyte')"
"('B', 'CD8', 'Hepatocyte', 'Neutrophil')",0.6681,"('B', 'CD8', 'Hepatocyte', 'Neutrophil')"
"('B', 'CD8', 'Hepatocyte', 'Stellate')",0.3641,"('B', 'CD8', 'Hepatocyte', 'Stellate')"
"('B', 'CD8', 'Kupffer', 'LSEC')",0.3566,"('B', 'CD8', 'Kupffer', 'LSEC')"
"('B', 'CD8', 'Kupffer', 'Monocyte')",0.3868,"('B', 'CD8', 'Kupffer', 'Monocyte')"
"('B', 'CD8', 'Kupffer', 'Neutrophil')",0.4403,"('B', 'CD8', 'Kupffer', 'Neutrophil')"
"('B', 'CD8', 'Kupffer', 'Stellate')",0.3894,"('B', 'CD8', 'Kupffer', 'Stellate')"
"('B', 'CD8', 'LSEC', 'Monocyte')",0.4997,"('B', 'CD8', 'LSEC', 'Monocyte')"
"('B', 'CD8', 'LSEC', 'Neutrophil')",0.6756,"('B', 'CD8', 'LSEC', 'Neutrophil')"
"('B', 'CD8', 'LSEC', 'Stellate')",0.3674,"('B', 'CD8', 'LSEC', 'Stellate')"
"('B', 'CD8', 'Monocyte', 'Neutrophil')",0.496,"('B', 'CD8', 'Monocyte', 'Neutrophil')"
"('B', 'CD8', 'Monocyte', 'Stellate')",0.4315,"('B', 'CD8', 'Monocyte', 'Stellate')"
"('B', 'CD8', 'Neutrophil', 'Stellate')",0.7737,"('B', 'CD8', 'Neutrophil', 'Stellate')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte')",0.5055,"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Kupffer')",0.5857,"('B', 'Cholangiocyte', 'Eosinophil', 'Kupffer')"
"('B', 'Cholangiocyte', 'Eosinophil', 'LSEC')",0.6391,"('B', 'Cholangiocyte', 'Eosinophil', 'LSEC')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Monocyte')",0.6497,"('B', 'Cholangiocyte', 'Eosinophil', 'Monocyte')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Neutrophil')",0.7373,"('B', 'Cholangiocyte', 'Eosinophil', 'Neutrophil')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Stellate')",0.5237,"('B', 'Cholangiocyte', 'Eosinophil', 'Stellate')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer')",0.3573,"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'LSEC')",0.3068,"('B', 'Cholangiocyte', 'Hepatocyte', 'LSEC')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Monocyte')",0.4861,"('B', 'Cholangiocyte', 'Hepatocyte', 'Monocyte')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Neutrophil')",0.5465,"('B', 'Cholangiocyte', 'Hepatocyte', 'Neutrophil')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Stellate')",0.2188,"('B', 'Cholangiocyte', 'Hepatocyte', 'Stellate')"
"('B', 'Cholangiocyte', 'Kupffer', 'LSEC')",0.4532,"('B', 'Cholangiocyte', 'Kupffer', 'LSEC')"
"('B', 'Cholangiocyte', 'Kupffer', 'Monocyte')",0.4741,"('B', 'Cholangiocyte', 'Kupffer', 'Monocyte')"
"('B', 'Cholangiocyte', 'Kupffer', 'Neutrophil')",0.4793,"('B', 'Cholangiocyte', 'Kupffer', 'Neutrophil')"
"('B', 'Cholangiocyte', 'Kupffer', 'Stellate')",0.4036,"('B', 'Cholangiocyte', 'Kupffer', 'Stellate')"
"('B', 'Cholangiocyte', 'LSEC', 'Monocyte')",0.5499,"('B', 'Cholangiocyte', 'LSEC', 'Monocyte')"
"('B', 'Cholangiocyte', 'LSEC', 'Neutrophil')",0.6374,"('B', 'Cholangiocyte', 'LSEC', 'Neutrophil')"
"('B', 'Cholangiocyte', 'LSEC', 'Stellate')",0.2743,"('B', 'Cholangiocyte', 'LSEC', 'Stellate')"
"('B', 'Cholangiocyte', 'Monocyte', 'Neutrophil')",0.5759,"('B', 'Cholangiocyte', 'Monocyte', 'Neutrophil')"
"('B', 'Cholangiocyte', 'Monocyte', 'Stellate')",0.4636,"('B', 'Cholangiocyte', 'Monocyte', 'Stellate')"
"('B', 'Cholangiocyte', 'Neutrophil', 'Stellate')",0.5478,"('B', 'Cholangiocyte', 'Neutrophil', 'Stellate')"
"('B', 'Eosinophil', 'Hepatocyte', 'Kupffer')",0.4749,"('B', 'Eosinophil', 'Hepatocyte', 'Kupffer')"
"('B', 'Eosinophil', 'Hepatocyte', 'LSEC')",0.647,"('B', 'Eosinophil', 'Hepatocyte', 'LSEC')"
"('B', 'Eosinophil', 'Hepatocyte', 'Monocyte')",0.5052,"('B', 'Eosinophil', 'Hepatocyte', 'Monocyte')"
"('B', 'Eosinophil', 'Hepatocyte', 'Neutrophil')",0.7123,"('B', 'Eosinophil', 'Hepatocyte', 'Neutrophil')"
"('B', 'Eosinophil', 'Hepatocyte', 'Stellate')",0.577,"('B', 'Eosinophil', 'Hepatocyte', 'Stellate')"
"('B', 'Eosinophil', 'Kupffer', 'LSEC')",0.7022,"('B', 'Eosinophil', 'Kupffer', 'LSEC')"
"('B', 'Eosinophil', 'Kupffer', 'Monocyte')",0.5177,"('B', 'Eosinophil', 'Kupffer', 'Monocyte')"
"('B', 'Eosinophil', 'Kupffer', 'Neutrophil')",0.6247,"('B', 'Eosinophil', 'Kupffer', 'Neutrophil')"
"('B', 'Eosinophil', 'Kupffer', 'Stellate')",0.5132,"('B', 'Eosinophil', 'Kupffer', 'Stellate')"
"('B', 'Eosinophil', 'LSEC', 'Monocyte')",0.6072,"('B', 'Eosinophil', 'LSEC', 'Monocyte')"
"('B', 'Eosinophil', 'LSEC', 'Neutrophil')",0.7267,"('B', 'Eosinophil', 'LSEC', 'Neutrophil')"
"('B', 'Eosinophil', 'LSEC', 'Stellate')",0.7007,"('B', 'Eosinophil', 'LSEC', 'Stellate')"
"('B', 'Eosinophil', 'Monocyte', 'Neutrophil')",0.6144,"('B', 'Eosinophil', 'Monocyte', 'Neutrophil')"
"('B', 'Eosinophil', 'Monocyte', 'Stellate')",0.4412,"('B', 'Eosinophil', 'Monocyte', 'Stellate')"
"('B', 'Eosinophil', 'Neutrophil', 'Stellate')",0.5879,"('B', 'Eosinophil', 'Neutrophil', 'Stellate')"
"('B', 'Hepatocyte', 'Kupffer', 'LSEC')",0.3979,"('B', 'Hepatocyte', 'Kupffer', 'LSEC')"
"('B', 'Hepatocyte', 'Kupffer', 'Monocyte')",0.3477,"('B', 'Hepatocyte', 'Kupffer', 'Monocyte')"
"('B', 'Hepatocyte', 'Kupffer', 'Neutrophil')",0.5295,"('B', 'Hepatocyte', 'Kupffer', 'Neutrophil')"
"('B', 'Hepatocyte', 'Kupffer', 'Stellate')",0.4527,"('B', 'Hepatocyte', 'Kupffer', 'Stellate')"
"('B', 'Hepatocyte', 'LSEC', 'Monocyte')",0.578,"('B', 'Hepatocyte', 'LSEC', 'Monocyte')"
"('B', 'Hepatocyte', 'LSEC', 'Neutrophil')",0.6947,"('B', 'Hepatocyte', 'LSEC', 'Neutrophil')"
"('B', 'Hepatocyte', 'LSEC', 'Stellate')",0.377,"('B', 'Hepatocyte', 'LSEC', 'Stellate')"
"('B', 'Hepatocyte', 'Monocyte', 'Neutrophil')",0.4981,"('B', 'Hepatocyte', 'Monocyte', 'Neutrophil')"
"('B', 'Hepatocyte', 'Monocyte', 'Stellate')",0.5002,"('B', 'Hepatocyte', 'Monocyte', 'Stellate')"
"('B', 'Hepatocyte', 'Neutrophil', 'Stellate')",0.5995,"('B', 'Hepatocyte', 'Neutrophil', 'Stellate')"
"('B', 'Kupffer', 'LSEC', 'Monocyte')",0.5193,"('B', 'Kupffer', 'LSEC', 'Monocyte')"
"('B', 'Kupffer', 'LSEC', 'Neutrophil')",0.5838,"('B', 'Kupffer', 'LSEC', 'Neutrophil')"
"('B', 'Kupffer', 'LSEC', 'Stellate')",0.6104,"('B', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'Kupffer', 'Monocyte', 'Neutrophil')",0.5089,"('B', 'Kupffer', 'Monocyte', 'Neutrophil')"
"('B', 'Kupffer', 'Monocyte', 'Stellate')",0.3513,"('B', 'Kupffer', 'Monocyte', 'Stellate')"
"('B', 'Kupffer', 'Neutrophil', 'Stellate')",0.5432,"('B', 'Kupffer', 'Neutrophil', 'Stellate')"
"('B', 'LSEC', 'Monocyte', 'Neutrophil')",0.5786,"('B', 'LSEC', 'Monocyte', 'Neutrophil')"
"('B', 'LSEC', 'Monocyte', 'Stellate')",0.5304,"('B', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'LSEC', 'Neutrophil', 'Stellate')",0.6303,"('B', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'Monocyte', 'Neutrophil', 'Stellate')",0.4933,"('B', 'Monocyte', 'Neutrophil', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte')",0.6944,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte')"
"('Basophil', 'CD4', 'CD8', 'Eosinophil')",0.4754,"('Basophil', 'CD4', 'CD8', 'Eosinophil')"
"('Basophil', 'CD4', 'CD8', 'Hepatocyte')",0.6347,"('Basophil', 'CD4', 'CD8', 'Hepatocyte')"
"('Basophil', 'CD4', 'CD8', 'Kupffer')",0.4104,"('Basophil', 'CD4', 'CD8', 'Kupffer')"
"('Basophil', 'CD4', 'CD8', 'LSEC')",0.6047,"('Basophil', 'CD4', 'CD8', 'LSEC')"
"('Basophil', 'CD4', 'CD8', 'Monocyte')",0.3314,"('Basophil', 'CD4', 'CD8', 'Monocyte')"
"('Basophil', 'CD4', 'CD8', 'Neutrophil')",0.3554,"('Basophil', 'CD4', 'CD8', 'Neutrophil')"
"('Basophil', 'CD4', 'CD8', 'Stellate')",0.7404,"('Basophil', 'CD4', 'CD8', 'Stellate')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil')",0.5448,"('Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte')",0.5114,"('Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Kupffer')",0.4109,"('Basophil', 'CD4', 'Cholangiocyte', 'Kupffer')"
"('Basophil', 'CD4', 'Cholangiocyte', 'LSEC')",0.5406,"('Basophil', 'CD4', 'Cholangiocyte', 'LSEC')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Monocyte')",0.5406,"('Basophil', 'CD4', 'Cholangiocyte', 'Monocyte')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Neutrophil')",0.6208,"('Basophil', 'CD4', 'Cholangiocyte', 'Neutrophil')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Stellate')",0.5791,"('Basophil', 'CD4', 'Cholangiocyte', 'Stellate')"
"('Basophil', 'CD4', 'Eosinophil', 'Hepatocyte')",0.6227,"('Basophil', 'CD4', 'Eosinophil', 'Hepatocyte')"
"('Basophil', 'CD4', 'Eosinophil', 'Kupffer')",0.395,"('Basophil', 'CD4', 'Eosinophil', 'Kupffer')"
"('Basophil', 'CD4', 'Eosinophil', 'LSEC')",0.5201,"('Basophil', 'CD4', 'Eosinophil', 'LSEC')"
"('Basophil', 'CD4', 'Eosinophil', 'Monocyte')",0.491,"('Basophil', 'CD4', 'Eosinophil', 'Monocyte')"
"('Basophil', 'CD4', 'Eosinophil', 'Neutrophil')",0.5352,"('Basophil', 'CD4', 'Eosinophil', 'Neutrophil')"
"('Basophil', 'CD4', 'Eosinophil', 'Stellate')",0.4946,"('Basophil', 'CD4', 'Eosinophil', 'Stellate')"
"('Basophil', 'CD4', 'Hepatocyte', 'Kupffer')",0.5808,"('Basophil', 'CD4', 'Hepatocyte', 'Kupffer')"
"('Basophil', 'CD4', 'Hepatocyte', 'LSEC')",0.6458,"('Basophil', 'CD4', 'Hepatocyte', 'LSEC')"
"('Basophil', 'CD4', 'Hepatocyte', 'Monocyte')",0.672,"('Basophil', 'CD4', 'Hepatocyte', 'Monocyte')"
"('Basophil', 'CD4', 'Hepatocyte', 'Neutrophil')",0.6934,"('Basophil', 'CD4', 'Hepatocyte', 'Neutrophil')"
"('Basophil', 'CD4', 'Hepatocyte', 'Stellate')",0.6205,"('Basophil', 'CD4', 'Hepatocyte', 'Stellate')"
"('Basophil', 'CD4', 'Kupffer', 'LSEC')",0.4966,"('Basophil', 'CD4', 'Kupffer', 'LSEC')"
"('Basophil', 'CD4', 'Kupffer', 'Monocyte')",0.3905,"('Basophil', 'CD4', 'Kupffer', 'Monocyte')"
"('Basophil', 'CD4', 'Kupffer', 'Neutrophil')",0.4341,"('Basophil', 'CD4', 'Kupffer', 'Neutrophil')"
"('Basophil', 'CD4', 'Kupffer', 'Stellate')",0.5791,"('Basophil', 'CD4', 'Kupffer', 'Stellate')"
"('Basophil', 'CD4', 'LSEC', 'Monocyte')",0.5904,"('Basophil', 'CD4', 'LSEC', 'Monocyte')"
"('Basophil', 'CD4', 'LSEC', 'Neutrophil')",0.6566,"('Basophil', 'CD4', 'LSEC', 'Neutrophil')"
"('Basophil', 'CD4', 'LSEC', 'Stellate')",0.6045,"('Basophil', 'CD4', 'LSEC', 'Stellate')"
"('Basophil', 'CD4', 'Monocyte', 'Neutrophil')",0.5753,"('Basophil', 'CD4', 'Monocyte', 'Neutrophil')"
"('Basophil', 'CD4', 'Monocyte', 'Stellate')",0.556,"('Basophil', 'CD4', 'Monocyte', 'Stellate')"
"('Basophil', 'CD4', 'Neutrophil', 'Stellate')",0.5831,"('Basophil', 'CD4', 'Neutrophil', 'Stellate')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil')",0.6094,"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte')",0.7038,"('Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Kupffer')",0.6514,"('Basophil', 'CD8', 'Cholangiocyte', 'Kupffer')"
