,Monocyte,pair
"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Stellate')",0.3698,"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Stellate')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC')",0.0179,"('B', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'NK')",0.3735,"('B', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'NK')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Neutrophil')",0.1604,"('B', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Neutrophil')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Stellate')",0.2262,"('B', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Stellate')"
"('B', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'NK')",0.4388,"('B', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'NK')"
"('B', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Neutrophil')",0.1744,"('B', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Neutrophil')"
"('B', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Stellate')",0.5475,"('B', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Stellate')"
"('B', 'Cholangiocyte', 'Eosinophil', 'NK', 'Neutrophil')",0.6604,"('B', 'Cholangiocyte', 'Eosinophil', 'NK', 'Neutrophil')"
"('B', 'Cholangiocyte', 'Eosinophil', 'NK', 'Stellate')",0.6224,"('B', 'Cholangiocyte', 'Eosinophil', 'NK', 'Stellate')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Neutrophil', 'Stellate')",0.1169,"('B', 'Cholangiocyte', 'Eosinophil', 'Neutrophil', 'Stellate')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC')",-0.06,"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK')",0.2274,"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Neutrophil')",0.3088,"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Neutrophil')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Stellate')",-0.0704,"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Stellate')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK')",0.7266,"('B', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Neutrophil')",0.3978,"('B', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Neutrophil')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Stellate')",0.6623,"('B', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Stellate')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'NK', 'Neutrophil')",0.5752,"('B', 'Cholangiocyte', 'Hepatocyte', 'NK', 'Neutrophil')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'NK', 'Stellate')",0.5662,"('B', 'Cholangiocyte', 'Hepatocyte', 'NK', 'Stellate')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Neutrophil', 'Stellate')",0.3912,"('B', 'Cholangiocyte', 'Hepatocyte', 'Neutrophil', 'Stellate')"
"('B', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK')",0.3044,"('B', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK')"
"('B', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Neutrophil')",-0.017,"('B', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Neutrophil')"
"('B', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Stellate')",-0.2017,"('B', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'Cholangiocyte', 'Kupffer', 'NK', 'Neutrophil')",0.3667,"('B', 'Cholangiocyte', 'Kupffer', 'NK', 'Neutrophil')"
"('B', 'Cholangiocyte', 'Kupffer', 'NK', 'Stellate')",0.0883,"('B', 'Cholangiocyte', 'Kupffer', 'NK', 'Stellate')"
"('B', 'Cholangiocyte', 'Kupffer', 'Neutrophil', 'Stellate')",-0.0152,"('B', 'Cholangiocyte', 'Kupffer', 'Neutrophil', 'Stellate')"
"('B', 'Cholangiocyte', 'LSEC', 'NK', 'Neutrophil')",0.5321,"('B', 'Cholangiocyte', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'Cholangiocyte', 'LSEC', 'NK', 'Stellate')",0.6688,"('B', 'Cholangiocyte', 'LSEC', 'NK', 'Stellate')"
"('B', 'Cholangiocyte', 'LSEC', 'Neutrophil', 'Stellate')",0.424,"('B', 'Cholangiocyte', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'Cholangiocyte', 'NK', 'Neutrophil', 'Stellate')",0.4444,"('B', 'Cholangiocyte', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC')",0.4703,"('B', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC')"
"('B', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK')",0.5125,"('B', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK')"
"('B', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Neutrophil')",0.4699,"('B', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Neutrophil')"
"('B', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Stellate')",0.4736,"('B', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Stellate')"
"('B', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK')",0.5826,"('B', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK')"
"('B', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Neutrophil')",0.4551,"('B', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Neutrophil')"
"('B', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Stellate')",0.438,"('B', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Stellate')"
"('B', 'Eosinophil', 'Hepatocyte', 'NK', 'Neutrophil')",0.6088,"('B', 'Eosinophil', 'Hepatocyte', 'NK', 'Neutrophil')"
"('B', 'Eosinophil', 'Hepatocyte', 'NK', 'Stellate')",0.484,"('B', 'Eosinophil', 'Hepatocyte', 'NK', 'Stellate')"
"('B', 'Eosinophil', 'Hepatocyte', 'Neutrophil', 'Stellate')",0.4055,"('B', 'Eosinophil', 'Hepatocyte', 'Neutrophil', 'Stellate')"
"('B', 'Eosinophil', 'Kupffer', 'LSEC', 'NK')",0.5613,"('B', 'Eosinophil', 'Kupffer', 'LSEC', 'NK')"
"('B', 'Eosinophil', 'Kupffer', 'LSEC', 'Neutrophil')",0.1909,"('B', 'Eosinophil', 'Kupffer', 'LSEC', 'Neutrophil')"
"('B', 'Eosinophil', 'Kupffer', 'LSEC', 'Stellate')",0.2192,"('B', 'Eosinophil', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'Eosinophil', 'Kupffer', 'NK', 'Neutrophil')",0.5829,"('B', 'Eosinophil', 'Kupffer', 'NK', 'Neutrophil')"
"('B', 'Eosinophil', 'Kupffer', 'NK', 'Stellate')",0.5606,"('B', 'Eosinophil', 'Kupffer', 'NK', 'Stellate')"
"('B', 'Eosinophil', 'Kupffer', 'Neutrophil', 'Stellate')",0.1653,"('B', 'Eosinophil', 'Kupffer', 'Neutrophil', 'Stellate')"
"('B', 'Eosinophil', 'LSEC', 'NK', 'Neutrophil')",0.6521,"('B', 'Eosinophil', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'Eosinophil', 'LSEC', 'NK', 'Stellate')",0.7283,"('B', 'Eosinophil', 'LSEC', 'NK', 'Stellate')"
"('B', 'Eosinophil', 'LSEC', 'Neutrophil', 'Stellate')",0.5808,"('B', 'Eosinophil', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'Eosinophil', 'NK', 'Neutrophil', 'Stellate')",0.5868,"('B', 'Eosinophil', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')",0.3528,"('B', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')"
"('B', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')",0.2977,"('B', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')"
"('B', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",0.0474,"('B', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil')",0.4876,"('B', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil')"
"('B', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')",0.1088,"('B', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')"
"('B', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')",0.099,"('B', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')"
"('B', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil')",0.4886,"('B', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')",0.5734,"('B', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')"
"('B', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')",0.4917,"('B', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'Hepatocyte', 'NK', 'Neutrophil', 'Stellate')",0.422,"('B', 'Hepatocyte', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')",0.4484,"('B', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.5196,"('B', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.0875,"('B', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')",0.2506,"('B', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.6681,"('B', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil')",0.6152,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte')",0.712,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer')",0.5441,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'LSEC')",0.7415,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'LSEC')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'NK')",0.6404,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'NK')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Neutrophil')",0.6708,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Neutrophil')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Stellate')",0.5692,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte')",0.575,"('Basophil', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte')"
"('Basophil', 'CD4', 'CD8', 'Eosinophil', 'Kupffer')",0.3375,"('Basophil', 'CD4', 'CD8', 'Eosinophil', 'Kupffer')"
"('Basophil', 'CD4', 'CD8', 'Eosinophil', 'LSEC')",0.7831,"('Basophil', 'CD4', 'CD8', 'Eosinophil', 'LSEC')"
"('Basophil', 'CD4', 'CD8', 'Eosinophil', 'NK')",0.5459,"('Basophil', 'CD4', 'CD8', 'Eosinophil', 'NK')"
"('Basophil', 'CD4', 'CD8', 'Eosinophil', 'Neutrophil')",0.6203,"('Basophil', 'CD4', 'CD8', 'Eosinophil', 'Neutrophil')"
"('Basophil', 'CD4', 'CD8', 'Eosinophil', 'Stellate')",0.6696,"('Basophil', 'CD4', 'CD8', 'Eosinophil', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer')",0.5501,"('Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer')"
"('Basophil', 'CD4', 'CD8', 'Hepatocyte', 'LSEC')",0.7063,"('Basophil', 'CD4', 'CD8', 'Hepatocyte', 'LSEC')"
"('Basophil', 'CD4', 'CD8', 'Hepatocyte', 'NK')",0.6324,"('Basophil', 'CD4', 'CD8', 'Hepatocyte', 'NK')"
"('Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Neutrophil')",0.5408,"('Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Neutrophil')"
"('Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Stellate')",0.6107,"('Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Kupffer', 'LSEC')",0.3646,"('Basophil', 'CD4', 'CD8', 'Kupffer', 'LSEC')"
"('Basophil', 'CD4', 'CD8', 'Kupffer', 'NK')",0.2944,"('Basophil', 'CD4', 'CD8', 'Kupffer', 'NK')"
"('Basophil', 'CD4', 'CD8', 'Kupffer', 'Neutrophil')",0.5785,"('Basophil', 'CD4', 'CD8', 'Kupffer', 'Neutrophil')"
"('Basophil', 'CD4', 'CD8', 'Kupffer', 'Stellate')",0.4747,"('Basophil', 'CD4', 'CD8', 'Kupffer', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'LSEC', 'NK')",0.7074,"('Basophil', 'CD4', 'CD8', 'LSEC', 'NK')"
"('Basophil', 'CD4', 'CD8', 'LSEC', 'Neutrophil')",0.7402,"('Basophil', 'CD4', 'CD8', 'LSEC', 'Neutrophil')"
"('Basophil', 'CD4', 'CD8', 'LSEC', 'Stellate')",0.626,"('Basophil', 'CD4', 'CD8', 'LSEC', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'NK', 'Neutrophil')",0.5864,"('Basophil', 'CD4', 'CD8', 'NK', 'Neutrophil')"
"('Basophil', 'CD4', 'CD8', 'NK', 'Stellate')",0.6878,"('Basophil', 'CD4', 'CD8', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Neutrophil', 'Stellate')",0.7164,"('Basophil', 'CD4', 'CD8', 'Neutrophil', 'Stellate')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte')",0.6011,"('Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer')",0.1354,"('Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'LSEC')",0.1621,"('Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'LSEC')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'NK')",0.5682,"('Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'NK')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Neutrophil')",0.1793,"('Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Neutrophil')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Stellate')",0.5483,"('Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Stellate')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer')",0.0472,"('Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'LSEC')",0.6354,"('Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'LSEC')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'NK')",0.6676,"('Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'NK')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Neutrophil')",0.5401,"('Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Neutrophil')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Stellate')",0.6184,"('Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Stellate')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Kupffer', 'LSEC')",-0.1489,"('Basophil', 'CD4', 'Cholangiocyte', 'Kupffer', 'LSEC')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Kupffer', 'NK')",0.2997,"('Basophil', 'CD4', 'Cholangiocyte', 'Kupffer', 'NK')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Kupffer', 'Neutrophil')",0.3283,"('Basophil', 'CD4', 'Cholangiocyte', 'Kupffer', 'Neutrophil')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Kupffer', 'Stellate')",-0.1745,"('Basophil', 'CD4', 'Cholangiocyte', 'Kupffer', 'Stellate')"
"('Basophil', 'CD4', 'Cholangiocyte', 'LSEC', 'NK')",0.6613,"('Basophil', 'CD4', 'Cholangiocyte', 'LSEC', 'NK')"
"('Basophil', 'CD4', 'Cholangiocyte', 'LSEC', 'Neutrophil')",0.4119,"('Basophil', 'CD4', 'Cholangiocyte', 'LSEC', 'Neutrophil')"
"('Basophil', 'CD4', 'Cholangiocyte', 'LSEC', 'Stellate')",0.5538,"('Basophil', 'CD4', 'Cholangiocyte', 'LSEC', 'Stellate')"
"('Basophil', 'CD4', 'Cholangiocyte', 'NK', 'Neutrophil')",0.6549,"('Basophil', 'CD4', 'Cholangiocyte', 'NK', 'Neutrophil')"
"('Basophil', 'CD4', 'Cholangiocyte', 'NK', 'Stellate')",0.6389,"('Basophil', 'CD4', 'Cholangiocyte', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Neutrophil', 'Stellate')",0.4627,"('Basophil', 'CD4', 'Cholangiocyte', 'Neutrophil', 'Stellate')"
"('Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer')",0.2627,"('Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer')"
"('Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'LSEC')",0.2613,"('Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'LSEC')"
"('Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'NK')",0.5354,"('Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'NK')"
"('Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'Neutrophil')",0.2124,"('Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'Neutrophil')"
"('Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'Stellate')",0.4187,"('Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'Stellate')"
"('Basophil', 'CD4', 'Eosinophil', 'Kupffer', 'LSEC')",0.2609,"('Basophil', 'CD4', 'Eosinophil', 'Kupffer', 'LSEC')"
"('Basophil', 'CD4', 'Eosinophil', 'Kupffer', 'NK')",0.4078,"('Basophil', 'CD4', 'Eosinophil', 'Kupffer', 'NK')"
"('Basophil', 'CD4', 'Eosinophil', 'Kupffer', 'Neutrophil')",0.1171,"('Basophil', 'CD4', 'Eosinophil', 'Kupffer', 'Neutrophil')"
"('Basophil', 'CD4', 'Eosinophil', 'Kupffer', 'Stellate')",0.2091,"('Basophil', 'CD4', 'Eosinophil', 'Kupffer', 'Stellate')"
"('Basophil', 'CD4', 'Eosinophil', 'LSEC', 'NK')",0.7851,"('Basophil', 'CD4', 'Eosinophil', 'LSEC', 'NK')"
"('Basophil', 'CD4', 'Eosinophil', 'LSEC', 'Neutrophil')",0.5522,"('Basophil', 'CD4', 'Eosinophil', 'LSEC', 'Neutrophil')"
"('Basophil', 'CD4', 'Eosinophil', 'LSEC', 'Stellate')",0.6567,"('Basophil', 'CD4', 'Eosinophil', 'LSEC', 'Stellate')"
"('Basophil', 'CD4', 'Eosinophil', 'NK', 'Neutrophil')",0.3073,"('Basophil', 'CD4', 'Eosinophil', 'NK', 'Neutrophil')"
"('Basophil', 'CD4', 'Eosinophil', 'NK', 'Stellate')",0.7376,"('Basophil', 'CD4', 'Eosinophil', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'Eosinophil', 'Neutrophil', 'Stellate')",0.585,"('Basophil', 'CD4', 'Eosinophil', 'Neutrophil', 'Stellate')"
"('Basophil', 'CD4', 'Hepatocyte', 'Kupffer', 'LSEC')",0.1284,"('Basophil', 'CD4', 'Hepatocyte', 'Kupffer', 'LSEC')"
"('Basophil', 'CD4', 'Hepatocyte', 'Kupffer', 'NK')",0.0799,"('Basophil', 'CD4', 'Hepatocyte', 'Kupffer', 'NK')"
"('Basophil', 'CD4', 'Hepatocyte', 'Kupffer', 'Neutrophil')",0.4185,"('Basophil', 'CD4', 'Hepatocyte', 'Kupffer', 'Neutrophil')"
"('Basophil', 'CD4', 'Hepatocyte', 'Kupffer', 'Stellate')",0.165,"('Basophil', 'CD4', 'Hepatocyte', 'Kupffer', 'Stellate')"
"('Basophil', 'CD4', 'Hepatocyte', 'LSEC', 'NK')",0.6945,"('Basophil', 'CD4', 'Hepatocyte', 'LSEC', 'NK')"
"('Basophil', 'CD4', 'Hepatocyte', 'LSEC', 'Neutrophil')",0.4058,"('Basophil', 'CD4', 'Hepatocyte', 'LSEC', 'Neutrophil')"
"('Basophil', 'CD4', 'Hepatocyte', 'LSEC', 'Stellate')",0.583,"('Basophil', 'CD4', 'Hepatocyte', 'LSEC', 'Stellate')"
"('Basophil', 'CD4', 'Hepatocyte', 'NK', 'Neutrophil')",0.4599,"('Basophil', 'CD4', 'Hepatocyte', 'NK', 'Neutrophil')"
"('Basophil', 'CD4', 'Hepatocyte', 'NK', 'Stellate')",0.5962,"('Basophil', 'CD4', 'Hepatocyte', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'Hepatocyte', 'Neutrophil', 'Stellate')",0.494,"('Basophil', 'CD4', 'Hepatocyte', 'Neutrophil', 'Stellate')"
"('Basophil', 'CD4', 'Kupffer', 'LSEC', 'NK')",0.391,"('Basophil', 'CD4', 'Kupffer', 'LSEC', 'NK')"
"('Basophil', 'CD4', 'Kupffer', 'LSEC', 'Neutrophil')",0.3823,"('Basophil', 'CD4', 'Kupffer', 'LSEC', 'Neutrophil')"
"('Basophil', 'CD4', 'Kupffer', 'LSEC', 'Stellate')",0.054,"('Basophil', 'CD4', 'Kupffer', 'LSEC', 'Stellate')"
"('Basophil', 'CD4', 'Kupffer', 'NK', 'Neutrophil')",0.5535,"('Basophil', 'CD4', 'Kupffer', 'NK', 'Neutrophil')"
"('Basophil', 'CD4', 'Kupffer', 'NK', 'Stellate')",0.4673,"('Basophil', 'CD4', 'Kupffer', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'Kupffer', 'Neutrophil', 'Stellate')",0.1347,"('Basophil', 'CD4', 'Kupffer', 'Neutrophil', 'Stellate')"
"('Basophil', 'CD4', 'LSEC', 'NK', 'Neutrophil')",0.669,"('Basophil', 'CD4', 'LSEC', 'NK', 'Neutrophil')"
"('Basophil', 'CD4', 'LSEC', 'NK', 'Stellate')",0.6734,"('Basophil', 'CD4', 'LSEC', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'LSEC', 'Neutrophil', 'Stellate')",0.7136,"('Basophil', 'CD4', 'LSEC', 'Neutrophil', 'Stellate')"
"('Basophil', 'CD4', 'NK', 'Neutrophil', 'Stellate')",0.6912,"('Basophil', 'CD4', 'NK', 'Neutrophil', 'Stellate')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte')",0.6586,"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer')",0.383,"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC')",0.5416,"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'NK')",0.6533,"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'NK')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Neutrophil')",0.5788,"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Neutrophil')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Stellate')",0.613,"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Stellate')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer')",0.426,"('Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC')",0.713,"('Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'NK')",0.6774,"('Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'NK')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Neutrophil')",0.6806,"('Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Neutrophil')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Stellate')",0.6308,"('Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Stellate')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC')",0.048,"('Basophil', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Kupffer', 'NK')",0.3499,"('Basophil', 'CD8', 'Cholangiocyte', 'Kupffer', 'NK')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Kupffer', 'Neutrophil')",0.3785,"('Basophil', 'CD8', 'Cholangiocyte', 'Kupffer', 'Neutrophil')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Kupffer', 'Stellate')",0.0354,"('Basophil', 'CD8', 'Cholangiocyte', 'Kupffer', 'Stellate')"
"('Basophil', 'CD8', 'Cholangiocyte', 'LSEC', 'NK')",0.7144,"('Basophil', 'CD8', 'Cholangiocyte', 'LSEC', 'NK')"
"('Basophil', 'CD8', 'Cholangiocyte', 'LSEC', 'Neutrophil')",0.525,"('Basophil', 'CD8', 'Cholangiocyte', 'LSEC', 'Neutrophil')"
"('Basophil', 'CD8', 'Cholangiocyte', 'LSEC', 'Stellate')",0.5237,"('Basophil', 'CD8', 'Cholangiocyte', 'LSEC', 'Stellate')"
"('Basophil', 'CD8', 'Cholangiocyte', 'NK', 'Neutrophil')",0.6339,"('Basophil', 'CD8', 'Cholangiocyte', 'NK', 'Neutrophil')"
